TOA5	CR6Series	CR6	1712	CR6.Std.02	CPU:VMCprogramGOOD_Pit1.CR6	58711	SoilPit1													
5/11/2016 2:00	50	0.142	0.146	0.143	0.108	0.102	7.477	11.12	11.97	10.83	9.95	-63.23	8.56	-151.2	12.04	-165.7	11.7	-120.8	10.9	12.79
5/11/2016 2:15	51	0.142	0.146	0.143	0.108	0.102	7.319	10.99	11.96	10.83	9.95	-62.32	8.42	-148.7	11.96	-162.6	11.69	-118.7	10.9	12.78
5/11/2016 2:30	52	0.142	0.146	0.143	0.108	0.102	7.171	10.85	11.95	10.81	9.94	-61.45	8.26	-146.8	11.88	-159.4	11.62	-116.5	10.9	12.77
5/11/2016 2:45	53	0.142	0.146	0.143	0.108	0.102	7.026	10.73	11.93	10.8	9.94	-60.65	8.13	-145.1	11.79	-156.2	11.6	-114.1	10.9	12.76
5/11/2016 3:00	54	0.142	0.146	0.143	0.108	0.102	6.864	10.6	11.92	10.79	9.93	-59.85	7.967	-142.8	11.7	-153.5	11.6	-112	10.9	12.76
5/11/2016 3:15	55	0.142	0.146	0.143	0.108	0.102	6.714	10.47	11.91	10.8	9.92	-59.09	7.827	-141.4	11.61	-150.7	11.6	-110	10.9	12.77
5/11/2016 3:30	56	0.142	0.146	0.143	0.108	0.102	6.541	10.35	11.88	10.77	9.92	-58.31	7.607	-139.6	11.53	-147.8	11.6	-108	10.9	12.77
5/11/2016 3:45	57	0.142	0.146	0.143	0.108	0.102	6.399	10.24	11.86	10.77	9.91	-57.61	7.44	-137.9	11.45	-145.1	11.6	-106.3	10.81	12.77
5/11/2016 4:00	58	0.142	0.146	0.143	0.108	0.102	6.248	10.1	11.85	10.77	9.91	-56.94	7.3	-136.2	11.37	-142.6	11.6	-104.2	10.8	12.77
5/11/2016 4:15	59	0.142	0.146	0.143	0.108	0.102	6.128	9.98	11.83	10.76	9.9	-56.29	7.16	-134.6	11.29	-140.1	11.6	-102.2	10.8	12.76
5/11/2016 4:30	60	0.142	0.146	0.143	0.108	0.102	6.004	9.86	11.8	10.75	9.9	-55.65	7.04	-133.1	11.2	-137.6	11.6	-100.9	10.8	12.76
5/11/2016 4:45	61	0.142	0.146	0.143	0.108	0.102	5.894	9.75	11.79	10.73	9.9	-55.01	6.933	-131.6	11.12	-135.2	11.6	-98.9	10.8	12.77
5/11/2016 5:00	62	0.142	0.146	0.143	0.108	0.102	5.768	9.64	11.76	10.73	9.9	-54.45	6.82	-130	11.05	-133.1	11.6	-97.3	10.8	12.77
5/11/2016 5:15	63	0.142	0.146	0.143	0.108	0.102	5.661	9.54	11.74	10.73	9.89	-53.87	6.713	-128.6	10.97	-130.7	11.6	-96	10.8	12.77
5/11/2016 5:30	64	0.142	0.146	0.143	0.108	0.102	5.561	9.43	11.71	10.72	9.89	-53.33	6.613	-127.1	10.89	-128.5	11.6	-94.1	10.8	12.76
5/11/2016 5:45	65	0.141	0.146	0.143	0.108	0.102	5.471	9.32	11.69	10.71	9.88	-52.83	6.513	-125.8	10.8	-126.8	11.6	-92.6	10.8	12.77
5/11/2016 6:00	66	0.141	0.146	0.143	0.108	0.102	5.371	9.22	11.66	10.72	9.87	-52.34	6.42	-124.4	10.73	-124.5	11.57	-90.9	10.8	12.76
5/11/2016 6:15	67	0.141	0.146	0.143	0.108	0.102	5.29	9.12	11.63	10.7	9.88	-51.85	6.327	-123.2	10.65	-122.6	11.5	-89.7	10.8	12.76
5/11/2016 6:30	68	0.141	0.146	0.143	0.108	0.102	5.213	9.02	11.61	10.69	9.87	-51.39	6.253	-121.9	10.58	-120.9	11.5	-88.6	10.8	12.76
5/11/2016 6:45	69	0.141	0.146	0.143	0.108	0.102	5.127	8.93	11.59	10.69	9.87	-50.97	6.173	-120.8	10.5	-118.9	11.5	-87	10.8	12.76
5/11/2016 7:00	70	0.141	0.146	0.143	0.108	0.102	5.063	8.84	11.55	10.68	9.86	-50.54	6.1	-119.5	10.42	-116.9	11.5	-85.7	10.8	12.77
5/11/2016 7:15	71	0.141	0.146	0.143	0.108	0.102	5.009	8.74	11.52	10.68	9.86	-50.1	6.007	-118.4	10.36	-115.4	11.5	-84.5	10.8	12.77
5/11/2016 7:30	72	0.141	0.146	0.143	0.108	0.102	4.975	8.66	11.49	10.68	9.86	-49.71	5.9	-117.1	10.29	-113.6	11.5	-83	10.8	12.77
5/11/2016 7:45	73	0.141	0.146	0.143	0.108	0.102	4.942	8.58	11.47	10.66	9.85	-49.3	5.893	-116	10.2	-111.9	11.5	-81.5	10.8	12.76
5/11/2016 8:00	74	0.141	0.146	0.143	0.108	0.102	4.946	8.49	11.44	10.66	9.85	-48.91	5.8	-114.9	10.11	-110.4	11.49	-80.1	10.8	12.77
5/11/2016 8:15	75	0.141	0.146	0.143	0.108	0.102	5.015	8.42	11.41	10.65	9.84	-48.53	5.873	-113.9	10	-108.7	11.4	-79.33	10.8	12.76
5/11/2016 8:30	76	0.142	0.146	0.143	0.108	0.102	5.147	8.36	11.38	10.64	9.84	-48.14	5.9	-112.7	9.93	-107	11.4	-77.25	10.8	12.76
5/11/2016 8:45	77	0.142	0.146	0.143	0.108	0.102	5.274	8.3	11.34	10.64	9.85	-47.79	6.033	-111.7	9.89	-105.7	11.4	-76.65	10.78	12.75
5/11/2016 9:00	78	0.142	0.146	0.142	0.108	0.102	5.434	8.24	11.32	10.63	9.84	-47.45	6.14	-110.7	9.8	-104.1	11.4	-74.63	10.71	12.76
5/11/2016 9:15	79	0.142	0.146	0.142	0.108	0.102	5.611	8.21	11.29	10.62	9.84	-47.11	6.253	-109.6	9.73	-102.6	11.4	-73.15	10.7	12.75
5/11/2016 9:30	80	0.142	0.146	0.142	0.108	0.102	5.8	8.19	11.26	10.62	9.83	-46.74	6.373	-108.7	9.7	-101.2	11.4	-72.61	10.7	12.77
5/11/2016 9:45	81	0.142	0.146	0.142	0.108	0.102	5.97	8.17	11.22	10.62	9.83	-46.42	6.487	-107.5	9.6	-99.8	11.3	-71.61	10.7	12.77
5/11/2016 10:00	82	0.142	0.146	0.142	0.108	0.102	6.109	8.15	11.19	10.61	9.83	-46.1	6.607	-106.6	9.6	-98.5	11.3	-70.19	10.7	12.76
5/11/2016 10:15	83	0.142	0.146	0.142	0.108	0.102	6.255	8.16	11.16	10.6	9.82	-45.78	6.72	-105.4	9.51	-97.1	11.3	-68.37	10.7	12.75
5/11/2016 10:30	84	0.142	0.146	0.142	0.109	0.102	6.396	8.16	11.13	10.59	9.82	-45.49	6.833	-104.5	9.5	-95.9	11.3	-67.23	10.7	12.8
5/11/2016 10:45	85	0.142	0.146	0.142	0.109	0.102	6.553	8.16	11.1	10.59	9.82	-45.21	6.96	-103.4	9.49	-94.6	11.3	-66.57	10.7	12.79
5/11/2016 11:00	86	0.142	0.146	0.142	0.109	0.102	6.72	8.17	11.07	10.57	9.82	-44.91	7.1	-102.6	9.4	-93.3	11.29	-65.25	10.7	12.8
5/11/2016 11:15	87	0.142	0.146	0.142	0.109	0.102	6.874	8.21	11.04	10.58	9.81	-44.61	7.233	-101.6	9.4	-92	11.2	-64.67	10.7	12.8
5/11/2016 11:30	88	0.142	0.146	0.142	0.109	0.102	7.06	8.23	11	10.58	9.81	-44.37	7.373	-100.8	9.4	-90.9	11.2	-63.61	10.7	12.8
5/11/2016 11:45	89	0.142	0.146	0.142	0.109	0.102	7.293	8.26	10.97	10.56	9.81	-44.09	7.567	-99.9	9.4	-89.6	11.2	-62.84	10.7	12.8
5/11/2016 12:00	90	0.142	0.146	0.142	0.109	0.102	7.527	8.3	10.94	10.55	9.81	-43.83	7.82	-99	9.31	-88.5	11.2	-62.11	10.7	12.81
5/11/2016 12:15	91	0.142	0.146	0.142	0.109	0.102	7.933	8.33	10.91	10.54	9.8	-43.57	8.01	-98.3	9.3	-87.5	11.2	-61.38	10.7	12.8
5/11/2016 12:30	92	0.143	0.146	0.142	0.109	0.102	8.77	8.39	10.88	10.53	9.8	-43.29	8.4	-97.4	9.3	-86.3	11.1	-61.1	10.7	12.81
5/11/2016 12:45	93	0.143	0.146	0.142	0.109	0.102	9.55	8.46	10.85	10.53	9.8	-43.01	8.91	-96.7	9.3	-85.2	11.1	-59.99	10.7	12.8
5/11/2016 13:00	94	0.143	0.146	0.142	0.109	0.102	10.35	8.57	10.83	10.52	9.8	-42.7	9.42	-95.8	9.3	-84.2	11.1	-60.41	10.7	12.81
5/11/2016 13:15	95	0.144	0.146	0.142	0.109	0.102	11.81	8.73	10.8	10.52	9.8	-42.39	10.26	-95	9.37	-83.2	11.1	-59.81	10.7	12.81
5/11/2016 13:30	96	0.144	0.146	0.142	0.109	0.102	12.85	8.96	10.77	10.52	9.8	-42.07	11.07	-94.2	9.4	-82.1	11.1	-60.43	10.7	12.83
5/11/2016 13:45	97	0.144	0.146	0.142	0.109	0.102	13.85	9.22	10.74	10.5	9.79	-41.72	11.97	-93.5	9.45	-81.1	11.04	-59.81	10.7	12.84
5/11/2016 14:00	98	0.145	0.146	0.142	0.109	0.102	15.18	9.52	10.71	10.5	9.79	-41.27	13.13	-92.7	9.53	-80.2	11	-59.79	10.63	12.85
5/11/2016 14:15	99	0.145	0.146	0.142	0.108	0.102	16.52	9.84	10.69	10.48	9.79	-40.81	14.43	-92.1	9.64	-79.41	11	-59.26	10.6	12.84
5/11/2016 14:30	100	0.145	0.146	0.142	0.108	0.102	17.74	10.23	10.66	10.48	9.78	-40.35	15.59	-91.4	9.75	-78.59	11	-58.93	10.6	12.86
5/11/2016 14:45	101	0.146	0.146	0.142	0.108	0.102	18.77	10.63	10.64	10.48	9.78	-39.71	16.63	-90.7	9.91	-77.86	11	-58.39	10.6	12.87
5/11/2016 15:00	102	0.146	0.146	0.142	0.108	0.102	19.65	11.07	10.62	10.47	9.79	-38.68	17.56	-90	10.09	-77.19	10.95	-57.87	10.6	12.87
5/11/2016 15:15	103	0.146	0.146	0.142	0.108	0.102	20.44	11.51	10.59	10.46	9.78	-37.77	18.41	-89.3	10.31	-76.39	10.9	-57.32	10.6	12.87
5/11/2016 15:30	104	0.147	0.146	0.142	0.108	0.102	21.15	11.95	10.58	10.45	9.77	-36.91	19.21	-88.5	10.49	-75.66	10.9	-56.79	10.6	12.88
5/11/2016 15:45	105	0.147	0.146	0.142	0.108	0.102	21.79	12.4	10.55	10.43	9.77	-32.35	20.02	-87.8	10.7	-75.04	10.9	-56.3	10.6	12.88
5/11/2016 16:00	106	0.147	0.147	0.142	0.108	0.102	22.23	12.84	10.53	10.42	9.77	-30.8	20.68	-87	10.91	-74.3	10.9	-55.82	10.6	12.89
5/11/2016 16:15	107	0.146	0.147	0.141	0.108	0.102	22.41	13.26	10.52	10.42	9.77	-30.27	21.21	-86.1	11.13	-73.61	10.9	-55.38	10.6	12.91
5/11/2016 16:30	108	0.146	0.147	0.141	0.108	0.102	22.28	13.67	10.51	10.42	9.77	-29.85	21.59	-85.4	11.37	-72.97	10.84	-54.91	10.6	12.91
5/11/2016 16:45	109	0.146	0.147	0.141	0.108	0.102	21.76	14.03	10.5	10.41	9.76	-29.68	21.61	-84.5	11.59	-72.29	10.8	-54.46	10.6	12.89
5/11/2016 17:00	110	0.145	0.147	0.141	0.108	0.102	21.18	14.33	10.5	10.4	9.76	-29.81	21.33	-83.7	11.8	-71.65	10.8	-54.04	10.6	12.91
5/11/2016 17:15	111	0.145	0.147	0.141	0.108	0.102	20.85	14.58	10.5	10.39	9.76	-29.94	21.3	-83	11.99	-71.05	10.8	-53.65	10.6	12.91
5/11/2016 17:30	112	0.145	0.147	0.141	0.108	0.102	20.8	14.79	10.48	10.39	9.76	-30.03	21.36	-82.3	12.18	-70.44	10.8	-53.23	10.6	12.9
5/11/2016 17:45	113	0.145	0.148	0.141	0.108	0.102	21.06	14.98	10.49	10.37	9.75	-30.19	21.23	-81.6	12.35	-69.87	10.8	-52.81	10.6	12.91
5/11/2016 18:00	114	0.144	0.148	0.141	0.108	0.102	21.1	15.14	10.49	10.37	9.75	-30.61	20.82	-80.8	12.52	-69.25	10.8	-52.44	10.59	12.91
5/11/2016 18:15	115	0.144	0.148	0.141	0.108	0.102	20.81	15.25	10.5	10.36	9.74	-30.97	20.76	-80.1	12.66	-68.71	10.8	-52.08	10.5	12.89
5/11/2016 18:30	116	0.144	0.148	0.141	0.108	0.102	20.58	15.37	10.52	10.35	9.74	-31.09	20.97	-79.53	12.8	-68.15	10.77	-51.69	10.5	12.89
5/11/2016 18:45	117	0.144	0.148	0.141	0.108	0.102	20.43	15.47	10.53	10.34	9.74	-31.34	20.83	-78.93	12.93	-67.56	10.7	-51.35	10.5	12.9
5/11/2016 19:00	118	0.144	0.148	0.141	0.108	0.102	20.24	15.55	10.55	10.33	9.74	-31.81	20.49	-77.88	13.05	-67.05	10.7	-51	10.5	12.89
5/11/2016 19:15	119	0.143	0.147	0.141	0.108	0.102	19.97	15.6	10.57	10.31	9.74	-32.26	20.22	-77.5	13.16	-66.54	10.7	-50.66	10.5	12.89
5/11/2016 19:30	120	0.143	0.147	0.141	0.108	0.102	19.66	15.64	10.58	10.31	9.73	-32.82	19.92	-76.63	13.25	-66.01	10.7	-50.33	10.5	12.88
5/11/2016 19:45	121	0.143	0.147	0.141	0.108	0.102	19.12	15.68	10.6	10.31	9.73	-34.54	19.42	-76.35	13.35	-65.51	10.7	-50.02	10.5	12.87
5/11/2016 20:00	122	0.142	0.147	0.141	0.108	0.102	18.47	15.69	10.63	10.3	9.73	-39.67	18.85	-76.3	13.44	-65.02	10.7	-49.69	10.5	12.87
5/11/2016 20:15	123	0.142	0.147	0.141	0.108	0.102	17.73	15.66	10.66	10.29	9.72	-40.21	18.27	-75.76	13.51	-64.49	10.7	-49.37	10.5	12.87
5/11/2016 20:30	124	0.142	0.147	0.141	0.108	0.102	17	15.61	10.69	10.29	9.72	-40.54	17.68	-75.3	13.6	-64.03	10.7	-49.07	10.5	12.88
5/11/2016 20:45	125	0.141	0.147	0.141	0.108	0.102	16.31	15.52	10.72	10.27	9.72	-40.86	17.1	-74.84	13.63	-63.59	10.7	-48.77	10.5	12.88
5/11/2016 21:00	126	0.141	0.147	0.141	0.108	0.102	15.67	15.4	10.75	10.27	9.72	-41.2	16.55	-74.43	13.7	-63.07	10.72	-48.47	10.5	12.88
5/11/2016 21:15	127	0.14	0.147	0.141	0.108	0.102	15.09	15.27	10.78	10.26	9.71	-41.49	16.03	-73.98	13.7	-62.62	10.8	-48.19	10.5	12.84
5/11/2016 21:30	128	0.14	0.147	0.141	0.108	0.102	14.56	15.12	10.81	10.25	9.71	-41.76	15.56	-73.55	13.7	-62.18	10.8	-47.92	10.5	12.83
5/11/2016 21:45	129	0.14	0.146	0.141	0.108	0.102	14.07	14.95	10.84	10.25	9.7	-42.03	15.11	-73.16	13.7	-61.75	10.8	-47.64	10.5	12.84
5/11/2016 22:00	130	0.14	0.146	0.141	0.108	0.102	13.62	14.78	10.88	10.24	9.71	-42.28	14.67	-72.75	13.7	-61.31	10.8	-47.39	10.5	12.84
5/11/2016 22:15	131	0.14	0.146	0.141	0.108	0.102	13.2	14.6	10.91	10.24	9.7	-42.5	14.29	-72.39	13.69	-60.89	10.8	-47.13	10.46	12.83
5/11/2016 22:30	132	0.14	0.146	0.141	0.108	0.102	12.8	14.41	10.94	10.23	9.7	-42.73	13.89	-71.99	13.6	-60.42	10.8	-46.87	10.4	12.84
5/11/2016 22:45	133	0.139	0.146	0.141	0.108	0.102	12.46	14.24	10.97	10.23	9.7	-42.91	13.49	-71.67	13.6	-60	10.8	-46.6	10.4	12.81
5/11/2016 23:00	134	0.139	0.146	0.141	0.108	0.102	12.11	14.06	11	10.23	9.69	-43.09	13.14	-71.29	13.51	-59.61	10.8	-46.37	10.4	12.8
5/11/2016 23:15	135	0.139	0.146	0.141	0.108	0.102	11.8	13.87	11.03	10.23	9.69	-43.25	12.82	-70.97	13.48	-59.2	10.81	-46.14	10.4	12.79
5/11/2016 23:30	136	0.139	0.146	0.141	0.108	0.102	11.51	13.7	11.06	10.21	9.69	-43.41	12.54	-70.67	13.4	-58.84	10.9	-45.88	10.4	12.8
5/11/2016 23:45	137	0.139	0.146	0.141	0.108	0.102	11.24	13.52	11.08	10.21	9.68	-43.55	12.27	-70.35	13.33	-58.4	10.9	-45.66	10.4	12.8
5/12/2016 0:00	138	0.139	0.146	0.141	0.108	0.102	11	13.36	11.11	10.21	9.68	-43.68	12.02	-70.06	13.25	-58.07	10.9	-45.4	10.4	12.79
5/12/2016 0:15	139	0.139	0.146	0.141	0.108	0.102	10.77	13.19	11.14	10.2	9.68	-43.79	11.79	-69.79	13.19	-57.67	10.9	-45.17	10.4	12.8
5/12/2016 0:30	140	0.139	0.146	0.141	0.108	0.102	10.56	13.02	11.16	10.2	9.68	-43.91	11.57	-69.47	13.1	-57.26	10.9	-44.95	10.4	12.8
5/12/2016 0:45	141	0.139	0.145	0.141	0.108	0.102	10.34	12.86	11.18	10.19	9.68	-44.05	11.36	-69.21	13.02	-56.93	10.9	-44.74	10.4	12.81
5/12/2016 1:00	142	0.139	0.145	0.141	0.108	0.102	10.14	12.71	11.19	10.2	9.67	-44.12	11.17	-68.95	12.94	-56.58	10.9	-44.52	10.4	12.78
5/12/2016 1:15	143	0.139	0.145	0.141	0.108	0.102	9.94	12.56	11.22	10.18	9.67	-44.21	10.97	-68.69	12.87	-56.21	10.99	-44.31	10.4	12.79
5/12/2016 1:30	144	0.138	0.145	0.141	0.108	0.102	9.76	12.41	11.23	10.18	9.67	-44.31	10.78	-68.41	12.79	-55.9	11	-43.93	10.4	12.79
5/12/2016 1:45	145	0.138	0.145	0.141	0.108	0.102	9.57	12.28	11.25	10.18	9.66	-44.41	10.59	-68.17	12.7	-55.51	11	-43.87	10.4	12.76
5/12/2016 2:00	146	0.138	0.145	0.141	0.108	0.102	9.38	12.13	11.26	10.18	9.66	-44.47	10.42	-67.88	12.61	-55.19	11	-43.69	10.4	12.76
5/12/2016 2:15	147	0.138	0.145	0.141	0.108	0.102	9.2	12.01	11.27	10.18	9.65	-44.55	10.24	-67.65	12.53	-54.89	11	-43.47	10.4	12.76
5/12/2016 2:30	148	0.138	0.144	0.141	0.108	0.102	9.04	11.87	11.28	10.18	9.65	-44.63	9.99	-67.43	12.46	-54.53	11	-43.29	10.4	12.76
5/12/2016 2:45	149	0.138	0.144	0.141	0.108	0.102	8.92	11.74	11.29	10.18	9.65	-44.69	9.86	-67.17	12.39	-54.23	11	-43.1	10.4	12.76
5/12/2016 3:00	150	0.138	0.144	0.141	0.108	0.102	8.83	11.61	11.29	10.18	9.66	-44.74	9.73	-66.92	12.3	-53.89	11.02	-42.91	10.4	12.77
5/12/2016 3:15	151	0.138	0.144	0.141	0.108	0.102	8.78	11.49	11.3	10.18	9.64	-44.79	9.64	-66.74	12.21	-53.59	11.1	-42.75	10.4	12.77
5/12/2016 3:30	152	0.138	0.144	0.141	0.108	0.102	8.72	11.38	11.3	10.18	9.64	-44.83	9.56	-66.55	12.13	-53.28	11.1	-42.53	10.4	12.77
5/12/2016 3:45	153	0.138	0.144	0.141	0.108	0.102	8.66	11.27	11.3	10.17	9.64	-44.83	9.49	-66.33	12.07	-52.93	11.1	-42.25	10.4	12.77
5/12/2016 4:00	154	0.138	0.144	0.141	0.108	0.102	8.59	11.17	11.3	10.18	9.64	-44.89	9.4	-66.03	12	-52.67	11.1	-42.07	10.4	12.76
5/12/2016 4:15	155	0.138	0.144	0.141	0.108	0.102	8.53	11.07	11.3	10.18	9.64	-44.91	9.32	-65.95	11.91	-52.37	11.1	-41.9	10.4	12.77
5/12/2016 4:30	156	0.137	0.144	0.141	0.108	0.102	8.47	10.99	11.31	10.18	9.63	-44.97	9.26	-65.73	11.84	-52.07	11.1	-41.83	10.4	12.76
5/12/2016 4:45	157	0.137	0.144	0.141	0.108	0.102	8.41	10.89	11.3	10.18	9.63	-45	9.2	-65.53	11.78	-51.81	11.1	-41.68	10.4	12.77
5/12/2016 5:00	158	0.137	0.144	0.141	0.108	0.102	8.34	10.81	11.29	10.18	9.63	-45.05	9.1	-65.37	11.7	-51.49	11.1	-41.37	10.4	12.76
5/12/2016 5:15	159	0.137	0.144	0.141	0.108	0.102	8.28	10.71	11.29	10.18	9.63	-45.1	9.06	-65.23	11.63	-51.24	11.1	-41.33	10.4	12.77
5/12/2016 5:30	160	0.137	0.144	0.141	0.108	0.102	8.22	10.64	11.28	10.18	9.63	-45.1	9	-65.05	11.59	-50.93	11.1	-41.19	10.4	12.77
5/12/2016 5:45	161	0.137	0.144	0.141	0.108	0.102	8.16	10.57	11.27	10.19	9.62	-45.11	8.91	-64.89	11.5	-50.69	11.1	-41.03	10.4	12.76
5/12/2016 6:00	162	0.137	0.144	0.141	0.108	0.102	8.11	10.5	11.27	10.18	9.63	-45.13	8.87	-64.71	11.45	-50.4	11.1	-40.86	10.4	12.77
5/12/2016 6:15	163	0.137	0.144	0.141	0.108	0.102	8.06	10.43	11.25	10.19	9.62	-45.17	8.8	-64.56	11.4	-50.17	11.1	-40.73	10.4	12.77
5/12/2016 6:30	164	0.137	0.144	0.141	0.108	0.102	8.02	10.35	11.24	10.18	9.63	-45.2	8.74	-64.45	11.31	-49.93	11.1	-40.56	10.4	12.76
5/12/2016 6:45	165	0.137	0.144	0.141	0.108	0.102	7.979	10.29	11.23	10.2	9.61	-45.21	8.7	-64.26	11.29	-49.65	11.1	-40.41	10.4	12.76
5/12/2016 7:00	166	0.137	0.144	0.141	0.108	0.102	7.947	10.22	11.23	10.19	9.62	-45.22	8.68	-64.11	11.2	-49.41	11.1	-40.29	10.4	12.77
5/12/2016 7:15	167	0.137	0.144	0.141	0.108	0.102	7.919	10.17	11.22	10.19	9.62	-45.27	8.6	-63.98	11.17	-49.15	11.1	-40.11	10.4	12.77
5/12/2016 7:30	168	0.137	0.144	0.141	0.108	0.102	7.918	10.11	11.2	10.19	9.62	-45.29	8.6	-63.9	11.1	-48.96	11.1	-39.96	10.4	12.77
5/12/2016 7:45	169	0.137	0.144	0.141	0.108	0.102	7.922	10.05	11.18	10.2	9.61	-45.3	8.6	-63.76	11.05	-48.69	11.1	-39.7	10.4	12.76
5/12/2016 8:00	170	0.137	0.144	0.141	0.108	0.101	7.957	10	11.17	10.2	9.61	-45.3	8.6	-63.66	11	-48.45	11.1	-39.49	10.4	12.77
5/12/2016 8:15	171	0.137	0.144	0.141	0.108	0.101	8.06	9.95	11.15	10.2	9.62	-45.3	8.62	-63.5	10.95	-48.24	11.1	-39.21	10.4	12.76
5/12/2016 8:30	172	0.137	0.144	0.141	0.108	0.101	8.18	9.91	11.14	10.2	9.61	-45.31	8.7	-63.34	10.9	-48.01	11.1	-39.01	10.4	12.77
5/12/2016 8:45	173	0.137	0.144	0.141	0.108	0.101	8.34	9.87	11.13	10.2	9.61	-45.34	8.79	-63.19	10.88	-47.81	11.1	-38.75	10.4	12.78
5/12/2016 9:00	174	0.137	0.144	0.141	0.108	0.101	8.5	9.85	11.11	10.2	9.61	-45.33	8.91	-63.18	10.8	-47.56	11.1	-38.53	10.4	12.77
5/12/2016 9:15	175	0.138	0.144	0.141	0.108	0.101	8.67	9.84	11.09	10.2	9.61	-45.32	9.03	-63.08	10.8	-47.37	11.1	-38.33	10.4	12.78
5/12/2016 9:30	176	0.138	0.144	0.141	0.108	0.101	8.83	9.83	11.07	10.2	9.61	-45.31	9.15	-62.97	10.73	-47.12	11.1	-38.1	10.4	12.78
5/12/2016 9:45	177	0.138	0.143	0.141	0.108	0.101	9.03	9.84	11.06	10.2	9.61	-45.33	9.3	-62.86	10.7	-46.97	11.1	-37.87	10.4	12.79
5/12/2016 10:00	178	0.138	0.143	0.141	0.108	0.102	9.21	9.85	11.05	10.2	9.61	-45.3	9.44	-62.82	10.7	-46.74	11.1	-37.64	10.4	12.81
5/12/2016 10:15	179	0.138	0.143	0.141	0.108	0.101	9.34	9.87	11.03	10.21	9.61	-45.31	9.55	-62.68	10.66	-46.55	11.1	-37.43	10.4	12.8
5/12/2016 10:30	180	0.138	0.143	0.141	0.108	0.102	9.49	9.89	11.01	10.19	9.61	-45.35	9.66	-62.62	10.6	-46.33	11.1	-37.23	10.4	12.8
5/12/2016 10:45	181	0.138	0.143	0.141	0.108	0.102	9.61	9.92	10.99	10.21	9.6	-45.37	9.79	-62.55	10.6	-46.16	11.07	-37.01	10.4	12.79
5/12/2016 11:00	182	0.138	0.143	0.141	0.108	0.102	9.72	9.96	10.98	10.2	9.61	-45.4	9.91	-62.48	10.6	-45.95	11	-36.81	10.4	12.8
5/12/2016 11:15	183	0.138	0.143	0.141	0.108	0.102	9.85	9.99	10.96	10.2	9.6	-45.4	10.03	-62.39	10.6	-45.78	11	-36.63	10.4	12.8
5/12/2016 11:30	184	0.138	0.143	0.141	0.108	0.102	10	10.02	10.94	10.2	9.6	-45.41	10.23	-62.29	10.6	-45.59	11	-36.43	10.4	12.8
5/12/2016 11:45	185	0.138	0.143	0.141	0.108	0.102	10.16	10.06	10.92	10.21	9.61	-45.44	10.35	-62.19	10.6	-45.43	11	-36.24	10.4	12.8
5/12/2016 12:00	186	0.138	0.143	0.141	0.108	0.102	10.34	10.1	10.91	10.2	9.6	-45.49	10.47	-62.11	10.6	-45.19	11	-36.03	10.4	12.79
5/12/2016 12:15	187	0.139	0.143	0.141	0.108	0.102	10.76	10.14	10.88	10.2	9.6	-45.5	10.69	-62.04	10.6	-45.05	11	-35.89	10.4	12.8
5/12/2016 12:30	188	0.139	0.143	0.141	0.108	0.102	11.53	10.2	10.88	10.19	9.6	-45.5	11.05	-61.97	10.6	-44.89	11	-35.69	10.4	12.8
5/12/2016 12:45	189	0.139	0.143	0.141	0.108	0.102	12.23	10.28	10.86	10.2	9.6	-45.45	11.51	-61.89	10.6	-44.69	11	-35.5	10.4	12.8
5/12/2016 13:00	190	0.139	0.143	0.141	0.108	0.102	12.96	10.4	10.85	10.2	9.6	-45.39	12.03	-61.86	10.6	-44.5	11	-35.33	10.4	12.8
5/12/2016 13:15	191	0.14	0.143	0.141	0.108	0.102	14.5	10.55	10.83	10.2	9.6	-45.32	12.83	-61.79	10.66	-44.33	11	-35.18	10.4	12.8
5/12/2016 13:30	192	0.14	0.143	0.141	0.108	0.102	16.25	10.78	10.81	10.19	9.6	-45.17	13.97	-61.72	10.7	-44.17	10.94	-34.99	10.4	12.82
5/12/2016 13:45	193	0.14	0.143	0.141	0.108	0.102	17.85	11.07	10.81	10.2	9.6	-44.93	15.27	-61.65	10.78	-43.98	10.9	-34.85	10.4	12.84
5/12/2016 14:00	194	0.141	0.143	0.141	0.108	0.101	19.22	11.41	10.79	10.2	9.6	-44.66	16.51	-61.58	10.86	-43.85	10.9	-34.7	10.4	12.84
5/12/2016 14:15	195	0.141	0.143	0.141	0.108	0.101	20.36	11.82	10.77	10.19	9.59	-44.37	17.65	-61.53	10.97	-43.67	10.9	-34.53	10.4	12.83
5/12/2016 14:30	196	0.141	0.143	0.141	0.108	0.101	21.37	12.26	10.76	10.2	9.6	-44.1	18.69	-61.44	11.13	-43.55	10.9	-34.39	10.4	12.84
5/12/2016 14:45	197	0.142	0.144	0.141	0.108	0.101	22.3	12.7	10.75	10.19	9.6	-41.23	19.73	-61.38	11.28	-43.35	10.9	-34.25	10.4	12.85
5/12/2016 15:00	198	0.142	0.144	0.141	0.108	0.101	23.12	13.16	10.74	10.19	9.6	-40.93	20.63	-61.3	11.47	-43.22	10.9	-34.08	10.4	12.88
5/12/2016 15:15	199	0.142	0.144	0.141	0.108	0.101	23.97	13.63	10.73	10.18	9.6	-40.78	21.51	-61.26	11.67	-43.04	10.9	-33.97	10.4	12.87
